image_url,game_id,current_club_name,season,name,position,name,sub_position,country_of_citizenship,goals,assists,minutes_played,market_value_in_eur,yellow_cards,red_cards
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2698395,Brighton & Hove Albion,2016,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2698426,Brighton & Hove Albion,2016,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872123,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,4,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872129,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872139,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,10,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872150,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,32,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872159,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872169,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,16,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872203,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872211,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,1,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872224,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,13,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872231,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,10,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872238,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,90,1500000,0,0
https://img.a.transfermarkt.technology/portrait/header/3333-1662621121.jpg?lm=1,2872254,Brighton & Hove Albion,2017,James Milner,Midfield,premier-league,Central Midfield,,0,0,23,1500000,0,0
